/* DATA DESCRIPTION:
Citation:	Wirth, Stefanie B; Glur, Lukas; Gilli, Adrian; Anselmetti, Flavio S (2013): Holocene flood activity data for the Northern and Southern Central Alps reconstructed from lake sediments. PANGAEA, https://doi.org/10.1594/PANGAEA.823415, 
	In supplement to: Wirth, SB et al. (2013): Holocene flood frequency across the Central Alps - solar forcing and evidence for variations in North Atlantic atmospheric circulation. Quaternary Science Reviews, 80, 112-128, https://doi.org/10.1016/j.quascirev.2013.09.002
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Flood activity [%] (Flood act) * PI: Wirth, Stefanie B (https://orcid.org/0000-0002-1276-8506, stefanie.wirth@alumni.ethz.ch) * METHOD/DEVICE: Lowpass filtered, 100a * COMMENT: Northern Alps (optional Event Labels N1 to N10)
	Flood activity [%] (Flood act) * PI: Wirth, Stefanie B (https://orcid.org/0000-0002-1276-8506, stefanie.wirth@alumni.ethz.ch) * METHOD/DEVICE: Lowpass filtered, 100a * COMMENT: Southern Alps (optional Event Labels S1 to S5)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	20122 data points
*/
Age [ka BP]	Flood act [%] (Northern Alps (optional Event...)	Flood act [%] (Southern Alps (optional Event...)
3.280	6.89	58.31
3.281	7.14	58.35
3.282	7.39	58.35
3.283	7.63	58.32
3.284	7.87	58.26
3.285	8.09	58.17
3.286	8.31	58.06
3.287	8.51	57.92
3.288	8.70	57.76
3.289	8.86	57.58
3.290	8.99	57.38
3.291	9.10	57.16
3.292	9.20	56.92
3.293	9.27	56.67
3.294	9.33	56.40
3.295	9.37	56.12
3.296	9.40	55.83
3.297	9.41	55.52
3.298	9.42	55.20
3.299	9.42	54.87
3.300	9.42	54.52
3.301	9.41	54.16
3.302	9.40	53.79
3.303	9.38	53.41
3.304	9.37	53.02
3.305	9.36	52.62
3.306	9.35	52.22
3.307	9.34	51.82
3.308	9.33	51.42
3.309	9.32	51.03
3.310	9.31	50.63
3.311	9.31	50.24
3.312	9.30	49.86
3.313	9.29	49.49
3.314	9.29	49.12
3.315	9.28	48.76
3.316	9.27	48.41
3.317	9.27	48.08
3.318	9.26	47.76
3.319	9.26	47.45
3.320	9.26	47.16
3.321	9.27	46.89
3.322	9.28	46.64
3.323	9.30	46.40
3.324	9.33	46.19
3.325	9.37	46.00
3.326	9.42	45.83
3.327	9.48	45.67
3.328	9.55	45.54
3.329	9.63	45.43
3.330	9.72	45.33
3.331	9.82	45.26
3.332	9.94	45.20
3.333	10.05	45.16
3.334	10.18	45.14
3.335	10.32	45.14
3.336	10.46	45.15
3.337	10.61	45.17
3.338	10.77	45.21
3.339	10.93	45.26
3.340	11.11	45.33
3.341	11.29	45.40
3.342	11.48	45.49
3.343	11.67	45.58
3.344	11.87	45.68
3.345	12.07	45.78
3.346	12.26	45.89
3.347	12.46	46.00
3.348	12.65	46.11
3.349	12.83	46.22
3.350	12.99	46.32
3.351	13.15	46.42
3.352	13.28	46.51
3.353	13.39	46.59
3.354	13.48	46.67
3.355	13.54	46.74
3.356	13.58	46.81
3.357	13.59	46.87
3.358	13.59	46.93
3.359	13.57	46.98
3.360	13.53	47.03
3.361	13.48	47.07
3.362	13.42	47.11
3.363	13.35	47.15
3.364	13.28	47.19
3.365	13.20	47.23
3.366	13.11	47.27
3.367	13.03	47.32
3.368	12.94	47.37
3.369	12.86	47.43
3.370	12.77	47.49
3.371	12.69	47.56
3.372	12.61	47.64
3.373	12.52	47.73
3.374	12.44	47.82
3.375	12.35	47.92
3.376	12.27	48.02
3.377	12.17	48.12
3.378	12.07	48.23
3.379	11.97	48.33
3.380	11.87	48.43
3.381	11.77	48.53
3.382	11.67	48.63
3.383	11.57	48.72
3.384	11.48	48.80
3.385	11.40	48.88
3.386	11.32	48.96
3.387	11.25	49.03
3.388	11.18	49.10
3.389	11.13	49.16
3.390	11.08	49.22
3.391	11.04	49.27
3.392	11.00	49.31
3.393	10.97	49.35
3.394	10.94	49.38
3.395	10.91	49.40
3.396	10.89	49.41
3.397	10.87	49.42
3.398	10.86	49.41
3.399	10.85	49.40
3.400	10.84	49.38
3.401	10.84	49.35
3.402	10.84	49.32
3.403	10.84	49.29
3.404	10.84	49.25
3.405	10.84	49.20
3.406	10.84	49.16
3.407	10.84	49.12
3.408	10.85	49.07
3.409	10.85	49.02
3.410	10.85	48.98
3.411	10.86	48.94
3.412	10.86	48.89
3.413	10.85	48.85
3.414	10.84	48.81
3.415	10.82	48.77
3.416	10.80	48.72
3.417	10.76	48.67
3.418	10.72	48.62
3.419	10.67	48.56
3.420	10.60	48.50
3.421	10.53	48.43
3.422	10.44	48.35
3.423	10.33	48.27
3.424	10.21	48.18
3.425	10.07	48.08
3.426	9.91	47.98
3.427	9.72	47.87
3.428	9.51	47.77
3.429	9.29	47.66
3.430	9.05	47.55
3.431	8.79	47.43
3.432	8.51	47.32
3.433	8.22	47.21
3.434	7.92	47.10
3.435	7.62	46.98
3.436	7.31	46.87
3.437	6.99	46.76
3.438	6.67	46.65
3.439	6.36	46.54
3.440	6.04	46.44
3.441	5.73	46.33
3.442	5.42	46.23
3.443	5.12	46.13
3.444	4.82	46.03
3.445	4.53	45.94
3.446	4.25	45.85
3.447	3.98	45.77
3.448	3.72	45.69
3.449	3.48	45.61
3.450	3.25	45.54
3.451	3.04	45.48
3.452	2.85	45.42
3.453	2.68	45.37
3.454	2.54	45.33
3.455	2.43	45.29
3.456	2.34	45.26
3.457	2.28	45.24
3.458	2.25	45.23
3.459	2.25	45.23
3.460	2.28	45.25
3.461	2.34	45.28
3.462	2.44	45.32
3.463	2.57	45.38
3.464	2.73	45.46
3.465	2.93	45.55
3.466	3.16	45.65
3.467	3.42	45.77
3.468	3.72	45.90
3.469	4.05	46.04
3.470	4.42	46.18
3.471	4.81	46.34
3.472	5.24	46.51
3.473	5.70	46.68
3.474	6.18	46.86
3.475	6.70	47.04
3.476	7.24	47.23
3.477	7.80	47.42
3.478	8.39	47.61
3.479	8.99	47.79
3.480	9.62	47.97
3.481	10.26	48.14
3.482	10.91	48.30
3.483	11.57	48.46
3.484	12.24	48.60
3.485	12.91	48.73
3.486	13.58	48.85
3.487	14.24	48.97
3.488	14.90	49.08
3.489	15.56	49.19
3.490	16.22	49.30
3.491	16.89	49.41
3.492	17.56	49.53
3.493	18.23	49.65
3.494	18.91	49.77
3.495	19.59	49.90
3.496	20.29	50.03
3.497	20.98	50.16
3.498	21.68	50.30
3.499	22.39	50.44
3.500	23.10	50.57
3.501	23.80	50.71
3.502	24.52	50.84
3.503	25.23	50.96
3.504	25.94	51.07
3.505	26.65	51.18
3.506	27.35	51.27
3.507	28.05	51.36
3.508	28.74	51.42
3.509	29.42	51.47
3.510	30.09	51.50
3.511	30.75	51.51
3.512	31.39	51.50
3.513	32.01	51.47
3.514	32.61	51.41
3.515	33.20	51.33
3.516	33.75	51.23
3.517	34.29	51.11
3.518	34.79	50.97
3.519	35.26	50.80
3.520	35.69	50.62
3.521	36.09	50.42
3.522	36.46	50.20
3.523	36.80	49.97
3.524	37.10	49.73
3.525	37.37	49.47
3.526	37.61	49.20
3.527	37.82	48.93
3.528	38.00	48.64
3.529	38.14	48.35
3.530	38.26	48.05
3.531	38.35	47.75
3.532	38.41	47.43
3.533	38.45	47.11
3.534	38.46	46.79
3.535	38.45	46.46
3.536	38.42	46.12
3.537	38.37	45.77
3.538	38.32	45.43
3.539	38.25	45.08
3.540	38.17	44.73
3.541	38.09	44.38
3.542	38.00	44.03
3.543	37.91	43.68
3.544	37.81	43.33
3.545	37.71	42.97
3.546	37.61	42.62
3.547	37.49	42.26
3.548	37.37	41.90
3.549	37.23	41.53
3.550	37.08	41.16
3.551	36.92	40.79
3.552	36.73	40.42
3.553	36.53	40.04
3.554	36.30	39.66
3.555	36.05	39.28
3.556	35.76	38.89
3.557	35.44	38.50
3.558	35.09	38.11
3.559	34.69	37.71
3.560	34.26	37.31
3.561	33.81	36.92
3.562	33.32	36.52
3.563	32.80	36.12
3.564	32.25	35.73
3.565	31.66	35.33
3.566	31.05	34.94
3.567	30.41	34.55
3.568	29.73	34.16
3.569	29.02	33.77
3.570	28.29	33.39
3.571	27.53	33.01
3.572	26.75	32.64
3.573	25.95	32.28
3.574	25.14	31.92
3.575	24.31	31.58
3.576	23.48	31.24
3.577	22.65	30.91
3.578	21.81	30.60
3.579	20.97	30.30
3.580	20.13	30.01
3.581	19.29	29.74
3.582	18.46	29.48
3.583	17.63	29.24
3.584	16.82	29.02
3.585	16.02	28.82
3.586	15.24	28.64
3.587	14.49	28.48
3.588	13.76	28.34
3.589	13.06	28.21
3.590	12.39	28.10
3.591	11.76	28.01
3.592	11.16	27.94
3.593	10.60	27.88
3.594	10.08	27.84
3.595	9.60	27.81
3.596	9.16	27.79
3.597	8.76	27.79
3.598	8.40	27.80
3.599	8.09	27.83
3.600	7.82	27.87
3.601	7.59	27.92
3.602	7.41	27.98
3.603	7.26	28.06
3.604	7.16	28.14
3.605	7.09	28.24
3.606	7.06	28.35
3.607	7.07	28.46
3.608	7.12	28.60
3.609	7.20	28.74
3.610	7.31	28.89
3.611	7.44	29.05
3.612	7.61	29.23
3.613	7.79	29.42
3.614	8.00	29.62
3.615	8.22	29.83
3.616	8.46	30.05
3.617	8.71	30.29
3.618	8.97	30.54
3.619	9.22	30.81
3.620	9.48	31.08
3.621	9.74	31.36
3.622	9.98	31.65
3.623	10.22	31.95
3.624	10.45	32.25
3.625	10.67	32.56
3.626	10.88	32.86
3.627	11.08	33.16
3.628	11.28	33.47
3.629	11.47	33.76
3.630	11.66	34.06
3.631	11.84	34.34
3.632	12.02	34.61
3.633	12.19	34.88
3.634	12.36	35.13
3.635	12.52	35.36
3.636	12.67	35.59
3.637	12.81	35.80
3.638	12.94	36.00
3.639	13.06	36.19
3.640	13.16	36.37
3.641	13.24	36.55
3.642	13.30	36.71
3.643	13.34	36.88
3.644	13.36	37.04
3.645	13.37	37.20
3.646	13.35	37.37
3.647	13.31	37.53
3.648	13.25	37.69
3.649	13.17	37.85
3.650	13.07	38.01
3.651	12.96	38.17
3.652	12.82	38.33
3.653	12.66	38.49
3.654	12.48	38.65
3.655	12.28	38.81
3.656	12.06	38.96
3.657	11.81	39.10
3.658	11.54	39.24
3.659	11.24	39.37
3.660	10.93	39.48
3.661	10.59	39.58
3.662	10.23	39.66
3.663	9.85	39.72
3.664	9.46	39.76
3.665	9.07	39.77
3.666	8.66	39.77
3.667	8.25	39.74
3.668	7.85	39.68
3.669	7.45	39.60
3.670	7.05	39.50
3.671	6.66	39.37
3.672	6.28	39.23
3.673	5.91	39.06
3.674	5.56	38.87
3.675	5.22	38.66
3.676	4.90	38.45
3.677	4.60	38.22
3.678	4.32	37.98
3.679	4.06	37.73
3.680	3.82	37.48
3.681	3.59	37.23
3.682	3.40	36.97
3.683	3.22	36.71
3.684	3.07	36.46
3.685	2.93	36.20
3.686	2.82	35.95
3.687	2.73	35.70
3.688	2.67	35.45
3.689	2.62	35.21
3.690	2.59	34.97
3.691	2.58	34.73
3.692	2.59	34.50
3.693	2.62	34.27
3.694	2.66	34.04
3.695	2.72	33.82
3.696	2.79	33.60
3.697	2.87	33.38
3.698	2.96	33.17
3.699	3.07	32.96
3.700	3.19	32.76
3.701	3.32	32.56
3.702	3.46	32.37
3.703	3.62	32.18
3.704	3.79	31.99
3.705	3.97	31.81
3.706	4.16	31.63
3.707	4.37	31.45
3.708	4.59	31.27
3.709	4.82	31.09
3.710	5.07	30.91
3.711	5.33	30.73
3.712	5.61	30.55
3.713	5.89	30.37
3.714	6.19	30.19
3.715	6.50	30.01
3.716	6.83	29.84
3.717	7.16	29.67
3.718	7.49	29.51
3.719	7.84	29.36
3.720	8.20	29.21
3.721	8.56	29.07
3.722	8.93	28.94
3.723	9.32	28.81
3.724	9.71	28.70
3.725	10.11	28.60
3.726	10.52	28.51
3.727	10.93	28.44
3.728	11.35	28.38
3.729	11.77	28.34
3.730	12.20	28.31
3.731	12.62	28.31
3.732	13.04	28.31
3.733	13.45	28.34
3.734	13.86	28.38
3.735	14.25	28.43
3.736	14.63	28.50
3.737	14.98	28.58
3.738	15.32	28.68
3.739	15.62	28.79
3.740	15.90	28.92
3.741	16.14	29.05
3.742	16.36	29.20
3.743	16.54	29.36
3.744	16.69	29.53
3.745	16.81	29.71
3.746	16.91	29.91
3.747	16.99	30.11
3.748	17.04	30.32
3.749	17.08	30.54
3.750	17.10	30.77
3.751	17.11	31.00
3.752	17.10	31.24
3.753	17.07	31.48
3.754	17.03	31.72
3.755	16.97	31.96
3.756	16.91	32.20
3.757	16.83	32.44
3.758	16.76	32.68
3.759	16.67	32.92
3.760	16.59	33.15
3.761	16.50	33.38
3.762	16.41	33.60
3.763	16.32	33.82
3.764	16.22	34.03
3.765	16.13	34.24
3.766	16.03	34.45
3.767	15.93	34.66
3.768	15.82	34.85
3.769	15.72	35.05
3.770	15.61	35.24
3.771	15.50	35.43
3.772	15.40	35.61
3.773	15.29	35.80
3.774	15.19	35.98
3.775	15.10	36.16
3.776	15.02	36.34
3.777	14.94	36.53
3.778	14.86	36.72
3.779	14.80	36.90
3.780	14.74	37.09
3.781	14.69	37.29
3.782	14.64	37.49
3.783	14.61	37.69
3.784	14.58	37.90
3.785	14.56	38.11
3.786	14.55	38.32
3.787	14.55	38.53
3.788	14.56	38.75
3.789	14.58	38.96
3.790	14.60	39.18
3.791	14.62	39.39
3.792	14.65	39.60
3.793	14.68	39.80
3.794	14.72	40.00
3.795	14.77	40.19
3.796	14.82	40.38
3.797	14.89	40.56
3.798	14.96	40.74
3.799	15.05	40.91
3.800	15.15	41.08
3.801	15.25	41.25
3.802	15.37	41.41
3.803	15.50	41.57
3.804	15.64	41.73
3.805	15.78	41.88
3.806	15.93	42.04
3.807	16.08	42.20
3.808	16.23	42.35
3.809	16.38	42.51
3.810	16.53	42.67
3.811	16.68	42.83
3.812	16.82	43.00
3.813	16.96	43.17
3.814	17.09	43.34
3.815	17.21	43.51
3.816	17.32	43.68
3.817	17.41	43.86
3.818	17.49	44.04
3.819	17.54	44.22
3.820	17.58	44.40
3.821	17.60	44.58
3.822	17.59	44.76
3.823	17.56	44.94
3.824	17.49	45.12
3.825	17.40	45.29
3.826	17.28	45.46
3.827	17.13	45.63
3.828	16.96	45.80
3.829	16.76	45.96
3.830	16.53	46.12
3.831	16.29	46.27
3.832	16.02	46.42
3.833	15.74	46.56
3.834	15.44	46.70
3.835	15.13	46.83
3.836	14.80	46.96
3.837	14.46	47.08
3.838	14.11	47.21
3.839	13.74	47.33
3.840	13.36	47.44
3.841	12.98	47.56
3.842	12.59	47.67
3.843	12.19	47.78
3.844	11.79	47.88
3.845	11.40	47.97
3.846	11.00	48.05
3.847	10.61	48.12
3.848	10.23	48.18
3.849	9.85	48.23
3.850	9.48	48.26
3.851	9.12	48.28
3.852	8.78	48.28
3.853	8.44	48.27
3.854	8.12	48.24
3.855	7.80	48.20
3.856	7.51	48.14
3.857	7.22	48.07
3.858	6.94	47.98
3.859	6.68	47.89
3.860	6.43	47.78
3.861	6.19	47.67
3.862	5.95	47.55
3.863	5.73	47.41
3.864	5.51	47.28
3.865	5.29	47.14
3.866	5.07	46.99
3.867	4.86	46.84
3.868	4.66	46.70
3.869	4.45	46.55
3.870	4.25	46.40
3.871	4.05	46.26
3.872	3.85	46.12
3.873	3.65	45.99
3.874	3.45	45.87
3.875	3.25	45.75
3.876	3.06	45.64
3.877	2.87	45.53
3.878	2.69	45.43
3.879	2.51	45.33
3.880	2.34	45.25
3.881	2.18	45.18
3.882	2.03	45.11
3.883	1.88	45.06
3.884	1.74	45.01
3.885	1.62	44.98
3.886	1.50	44.95
3.887	1.38	44.93
3.888	1.28	44.92
3.889	1.19	44.92
3.890	1.10	44.92
3.891	1.02	44.92
3.892	0.95	44.93
3.893	0.89	44.93
3.894	0.84	44.95
3.895	0.80	44.96
3.896	0.77	44.97
3.897	0.74	44.99
3.898	0.73	45.00
3.899	0.73	45.02
3.900	0.73	45.05
3.901	0.75	45.07
3.902	0.77	45.10
3.903	0.80	45.13
3.904	0.84	45.17
3.905	0.88	45.22
3.906	0.93	45.27
3.907	0.99	45.32
3.908	1.06	45.39
3.909	1.14	45.47
3.910	1.23	45.55
3.911	1.34	45.65
3.912	1.46	45.75
3.913	1.59	45.87
3.914	1.74	46.00
3.915	1.90	46.14
3.916	2.08	46.30
3.917	2.28	46.48
3.918	2.49	46.66
3.919	2.71	46.87
3.920	2.96	47.09
3.921	3.21	47.32
3.922	3.49	47.57
3.923	3.77	47.84
3.924	4.08	48.11
3.925	4.39	48.39
3.926	4.71	48.69
3.927	5.05	48.99
3.928	5.39	49.29
3.929	5.74	49.60
3.930	6.10	49.90
3.931	6.46	50.20
3.932	6.83	50.50
3.933	7.19	50.79
3.934	7.55	51.08
3.935	7.91	51.35
3.936	8.27	51.62
3.937	8.65	51.88
3.938	9.02	52.13
3.939	9.42	52.36
3.940	9.82	52.59
3.941	10.24	52.80
3.942	10.68	53.01
3.943	11.13	53.20
3.944	11.61	53.39
3.945	12.10	53.56
3.946	12.62	53.72
3.947	13.16	53.87
3.948	13.72	54.02
3.949	14.30	54.15
3.950	14.90	54.28
3.951	15.53	54.40
3.952	16.17	54.51
3.953	16.83	54.61
3.954	17.51	54.70
3.955	18.20	54.78
3.956	18.90	54.86
3.957	19.61	54.93
3.958	20.32	54.98
3.959	21.04	55.02
3.960	21.75	55.05
3.961	22.45	55.07
3.962	23.15	55.08
3.963	23.83	55.08
3.964	24.50	55.06
3.965	25.14	55.02
3.966	25.76	54.97
3.967	26.35	54.91
3.968	26.91	54.83
3.969	27.43	54.73
3.970	27.91	54.62
3.971	28.35	54.50
3.972	28.75	54.36
3.973	29.11	54.20
3.974	29.42	54.03
3.975	29.69	53.84
3.976	29.90	53.64
3.977	30.07	53.43
3.978	30.18	53.21
3.979	30.23	52.97
3.980	30.23	52.72
3.981	30.18	52.46
3.982	30.08	52.19
3.983	29.93	51.91
3.984	29.74	51.62
3.985	29.50	51.33
3.986	29.23	51.03
3.987	28.93	50.72
3.988	28.59	50.40
3.989	28.23	50.08
3.990	27.85	49.75
3.991	27.44	49.42
3.992	27.01	49.08
3.993	26.55	48.73
3.994	26.08	48.38
3.995	25.60	48.01
3.996	25.10	47.64
3.997	24.58	47.27
3.998	24.06	46.88
3.999	23.53	46.49
4.000	23.00	46.10
4.001	22.46	45.71
4.002	21.93	45.31
4.003	21.40	44.93
4.004	20.88	44.54
4.005	20.36	44.16
4.006	19.86	43.79
4.007	19.36	43.42
4.008	18.88	43.06
4.009	18.41	42.71
4.010	17.95	42.37
4.011	17.51	42.03
4.012	17.08	41.71
4.013	16.67	41.39
4.014	16.28	41.08
4.015	15.89	40.77
4.016	15.52	40.47
4.017	15.16	40.18
4.018	14.82	39.89
4.019	14.47	39.60
4.020	14.14	39.32
4.021	13.80	39.03
4.022	13.47	38.75
4.023	13.14	38.47
4.024	12.81	38.18
4.025	12.48	37.90
4.026	12.14	37.62
4.027	11.80	37.34
4.028	11.46	37.06
4.029	11.11	36.78
4.030	10.78	36.50
4.031	10.44	36.23
4.032	10.12	35.95
4.033	9.81	35.68
4.034	9.51	35.41
4.035	9.23	35.15
4.036	8.97	34.88
4.037	8.72	34.62
4.038	8.49	34.36
4.039	8.28	34.10
4.040	8.10	33.84
4.041	7.93	33.59
4.042	7.79	33.34
4.043	7.66	33.10
4.044	7.56	32.87
4.045	7.48	32.64
4.046	7.42	32.42
4.047	7.37	32.22
4.048	7.35	32.03
4.049	7.34	31.85
4.050	7.35	31.69
4.051	7.37	31.55
4.052	7.40	31.43
4.053	7.44	31.32
4.054	7.49	31.24
4.055	7.55	31.19
4.056	7.62	31.16
4.057	7.69	31.16
4.058	7.77	31.18
4.059	7.86	31.23
4.060	7.95	31.31
4.061	8.04	31.42
4.062	8.14	31.55
4.063	8.23	31.71
4.064	8.32	31.90
4.065	8.41	32.11
4.066	8.51	32.35
4.067	8.60	32.60
4.068	8.69	32.88
4.069	8.77	33.18
4.070	8.86	33.49
4.071	8.94	33.81
4.072	9.01	34.14
4.073	9.07	34.48
4.074	9.13	34.83
4.075	9.19	35.18
4.076	9.23	35.52
4.077	9.27	35.87
4.078	9.30	36.21
4.079	9.32	36.54
4.080	9.33	36.86
4.081	9.33	37.17
4.082	9.32	37.47
4.083	9.30	37.76
4.084	9.26	38.04
4.085	9.20	38.29
4.086	9.13	38.54
4.087	9.05	38.77
4.088	8.94	38.98
4.089	8.82	39.17
4.090	8.69	39.34
4.091	8.53	39.49
4.092	8.36	39.62
4.093	8.16	39.73
4.094	7.95	39.81
4.095	7.72	39.87
4.096	7.46	39.90
4.097	7.20	39.90
4.098	6.92	39.86
4.099	6.63	39.79
4.100	6.33	39.69
4.101	6.02	39.56
4.102	5.71	39.39
4.103	5.40	39.19
4.104	5.09	38.97
4.105	4.78	38.73
4.106	4.48	38.46
4.107	4.19	38.18
4.108	3.90	37.87
4.109	3.62	37.56
4.110	3.35	37.23
4.111	3.10	36.90
4.112	2.86	36.56
4.113	2.63	36.21
4.114	2.41	35.87
4.115	2.21	35.53
4.116	2.03	35.19
4.117	1.86	34.85
4.118	1.70	34.52
4.119	1.56	34.20
4.120	1.44	33.88
4.121	1.33	33.57
4.122	1.23	33.26
4.123	1.15	32.96
4.124	1.08	32.66
4.125	1.02	32.37
4.126	0.98	32.08
4.127	0.95	31.78
4.128	0.92	31.50
4.129	0.91	31.21
4.130	0.90	30.93
4.131	0.91	30.65
4.132	0.92	30.37
4.133	0.93	30.10
4.134	0.96	29.83
4.135	0.99	29.56
4.136	1.03	29.30
4.137	1.08	29.05
4.138	1.12	28.80
4.139	1.17	28.55
4.140	1.23	28.32
4.141	1.28	28.09
4.142	1.34	27.87
4.143	1.39	27.67
4.144	1.44	27.47
4.145	1.48	27.29
4.146	1.51	27.12
4.147	1.54	26.97
4.148	1.56	26.83
4.149	1.56	26.70
4.150	1.56	26.59
4.151	1.54	26.48
4.152	1.52	26.39
4.153	1.49	26.30
4.154	1.46	26.22
4.155	1.42	26.15
4.156	1.39	26.09
4.157	1.35	26.04
4.158	1.32	25.99
4.159	1.29	25.95
4.160	1.27	25.92
4.161	1.26	25.89
4.162	1.25	25.86
4.163	1.25	25.83
4.164	1.27	25.81
4.165	1.29	25.78
4.166	1.32	25.76
4.167	1.37	25.73
4.168	1.43	25.70
4.169	1.51	25.65
4.170	1.60	25.61
4.171	1.70	25.55
4.172	1.82	25.49
4.173	1.95	25.42
4.174	2.10	25.34
4.175	2.28	25.26
4.176	2.47	25.17
4.177	2.68	25.07
4.178	2.91	24.97
4.179	3.16	24.86
4.180	3.44	24.75
4.181	3.73	24.64
4.182	4.05	24.52
4.183	4.38	24.40
4.184	4.74	24.28
4.185	5.12	24.15
4.186	5.51	24.03
4.187	5.93	23.90
4.188	6.36	23.77
4.189	6.80	23.65
4.190	7.26	23.52
4.191	7.74	23.40
4.192	8.22	23.29
4.193	8.71	23.17
4.194	9.21	23.06
4.195	9.71	22.96
4.196	10.22	22.86
4.197	10.72	22.76
4.198	11.22	22.68
4.199	11.72	22.60
4.200	12.21	22.53
4.201	12.69	22.46
4.202	13.16	22.41
4.203	13.62	22.36
4.204	14.05	22.31
4.205	14.46	22.28
4.206	14.84	22.25
4.207	15.18	22.22
4.208	15.49	22.21
4.209	15.77	22.19
4.210	16.01	22.18
4.211	16.22	22.18
4.212	16.39	22.17
4.213	16.55	22.18
4.214	16.67	22.18
4.215	16.77	22.19
4.216	16.86	22.19
4.217	16.92	22.19
4.218	16.97	22.18
4.219	17.00	22.17
4.220	17.02	22.15
4.221	17.03	22.11
4.222	17.03	22.06
4.223	17.02	21.99
4.224	17.01	21.91
4.225	17.00	21.82
4.226	16.99	21.71
4.227	16.99	21.59
4.228	17.00	21.45
4.229	17.01	21.30
4.230	17.04	21.14
4.231	17.08	20.97
4.232	17.14	20.79
4.233	17.21	20.61
4.234	17.29	20.41
4.235	17.39	20.21
4.236	17.51	20.00
4.237	17.64	19.79
4.238	17.78	19.57
4.239	17.93	19.35
4.240	18.10	19.13
4.241	18.27	18.91
4.242	18.44	18.69
4.243	18.63	18.47
4.244	18.81	18.25
4.245	18.99	18.04
4.246	19.18	17.82
4.247	19.35	17.61
4.248	19.52	17.39
4.249	19.68	17.18
4.250	19.83	16.97
4.251	19.96	16.76
4.252	20.07	16.56
4.253	20.17	16.35
4.254	20.25	16.15
4.255	20.32	15.95
4.256	20.38	15.75
4.257	20.42	15.56
4.258	20.44	15.37
4.259	20.46	15.18
4.260	20.46	15.00
4.261	20.44	14.83
4.262	20.42	14.66
4.263	20.39	14.49
4.264	20.35	14.34
4.265	20.30	14.19
4.266	20.25	14.04
4.267	20.19	13.91
4.268	20.13	13.78
4.269	20.07	13.66
4.270	20.00	13.54
4.271	19.94	13.43
4.272	19.86	13.33
4.273	19.79	13.23
4.274	19.71	13.14
4.275	19.63	13.05
4.276	19.53	12.97
4.277	19.43	12.89
4.278	19.32	12.83
4.279	19.19	12.76
4.280	19.06	12.71
4.281	18.91	12.65
4.282	18.74	12.61
4.283	18.57	12.57
4.284	18.37	12.53
4.285	18.16	12.50
4.286	17.92	12.48
4.287	17.67	12.47
4.288	17.41	12.47
4.289	17.12	12.47
4.290	16.82	12.48
4.291	16.51	12.50
4.292	16.20	12.53
4.293	15.89	12.56
4.294	15.59	12.60
4.295	15.30	12.65
4.296	15.03	12.70
4.297	14.77	12.76
4.298	14.53	12.83
4.299	14.32	12.90
4.300	14.14	12.97
4.301	13.98	13.05
4.302	13.86	13.13
4.303	13.77	13.21
4.304	13.72	13.30
4.305	13.70	13.39
4.306	13.71	13.49
4.307	13.77	13.59
4.308	13.86	13.70
4.309	13.99	13.81
4.310	14.15	13.94
4.311	14.35	14.07
4.312	14.58	14.22
4.313	14.85	14.37
4.314	15.15	14.54
4.315	15.48	14.71
4.316	15.84	14.90
4.317	16.23	15.10
4.318	16.65	15.32
4.319	17.09	15.54
4.320	17.55	15.78
4.321	18.04	16.02
4.322	18.54	16.28
4.323	19.05	16.55
4.324	19.58	16.84
4.325	20.12	17.13
4.326	20.67	17.43
4.327	21.22	17.74
4.328	21.78	18.06
4.329	22.34	18.38
4.330	22.90	18.70
4.331	23.46	19.03
4.332	24.02	19.36
4.333	24.59	19.69
4.334	25.16	20.01
4.335	25.72	20.33
4.336	26.28	20.64
4.337	26.84	20.94
4.338	27.38	21.23
4.339	27.92	21.51
4.340	28.44	21.77
4.341	28.95	22.02
4.342	29.44	22.25
4.343	29.92	22.45
4.344	30.39	22.64
4.345	30.85	22.81
4.346	31.30	22.96
4.347	31.73	23.08
4.348	32.15	23.19
4.349	32.55	23.27
4.350	32.94	23.33
4.351	33.31	23.37
4.352	33.66	23.40
4.353	34.00	23.40
4.354	34.31	23.40
4.355	34.61	23.38
4.356	34.88	23.36
4.357	35.13	23.32
4.358	35.35	23.27
4.359	35.55	23.22
4.360	35.73	23.16
4.361	35.87	23.10
4.362	35.99	23.04
4.363	36.08	22.97
4.364	36.15	22.89
4.365	36.20	22.81
4.366	36.22	22.73
4.367	36.23	22.64
4.368	36.21	22.55
4.369	36.16	22.45
4.370	36.09	22.34
4.371	35.99	22.23
4.372	35.87	22.11
4.373	35.72	21.98
4.374	35.54	21.85
4.375	35.33	21.70
4.376	35.08	21.55
4.377	34.80	21.39
4.378	34.49	21.22
4.379	34.13	21.05
4.380	33.73	20.86
4.381	33.29	20.67
4.382	32.82	20.46
4.383	32.31	20.26
4.384	31.77	20.04
4.385	31.20	19.82
4.386	30.60	19.59
4.387	29.97	19.36
4.388	29.31	19.13
4.389	28.64	18.89
4.390	27.94	18.65
4.391	27.22	18.42
4.392	26.49	18.18
4.393	25.75	17.94
